tx_desemprego;Sigla;codigo;municipio
1.78;RN;2409605;Pedra Preta
8.25;RN;2409704;Pedro Avelino
13.07;RN;2409803;Pedro Velho
19.1;RN;2409902;Pendências
15.57;RN;2410009;Pilões
7.49;RN;2410108;Poço Branco
7.93;RN;2410207;Portalegre
13.22;RN;2410256;Porto do Mangue
6.96;RN;2410306;Presidente Juscelino
7.72;RN;2410405;Pureza
6.91;RN;2410504;Rafael Fernandes
14.9;RN;2410603;Rafael Godeiro
25.04;RN;2410702;Riacho da Cruz
12.26;RN;2410801;Riacho de Santana
18.99;RN;2410900;Riachuelo
12.8;RN;2411007;Rodolfo Fernandes
7.46;RN;2411056;Tibau
12.01;RN;2411106;Ruy Barbosa
9.63;RN;2411205;Santa Cruz
9.39;RN;2411403;Santana do Matos
5.8;RN;2411429;Santana do Seridó
10.02;RN;2411502;Santo Antônio
18.79;RN;2411601;São Bento do Norte
5.61;RN;2411700;São Bento do Trairí
6.65;RN;2411809;São Fernando
8.26;RN;2411908;São Francisco do Oeste
11.84;RN;2412005;São Gonçalo do Amarante
3.91;RN;2412104;São João do Sabugi
11.01;RN;2412203;São José de Mipibu
8.4;RN;2412302;São José do Campestre
3.1;RN;2412401;São José do Seridó
7.34;RN;2412500;São Miguel
7.33;RN;2412559;São Miguel de Touros
12.85;RN;2412609;São Paulo do Potengi
11.56;RN;2412708;São Pedro
9.05;RN;2412807;São Rafael
7.04;RN;2412906;São Tomé
2.69;RN;2413003;São Vicente
6.37;RN;2413102;Senador Elói de Souza
11.48;RN;2413201;Senador Georgino Avelino
10.93;RN;2413300;Serra de São Bento
9.83;RN;2413359;Serra do Mel
2.59;RN;2413409;Serra Negra do Norte
5.25;RN;2413508;Serrinha
7.86;RN;2413557;Serrinha dos Pintos
11.0;RN;2413607;Severiano Melo
9.74;RN;2413706;Sítio Novo
7.31;RN;2413805;Taboleiro Grande
7.7;RN;2413904;Taipu
10.19;RN;2414001;Tangará
6.5;RN;2414100;Tenente Ananias
4.18;RN;2414159;Tenente Laurentino Cruz
7.78;RN;2414209;Tibau do Sul
2.66;RN;2414308;Timbaúba dos Batistas
6.82;RN;2414407;Touros
7.99;RN;2414456;Triunfo Potiguar
7.41;RN;2414506;Umarizal
7.14;RN;2414605;Upanema
10.93;RN;2414704;Várzea
13.81;RN;2414753;Venha-Ver
3.48;RN;2414803;Vera Cruz
14.58;RN;2414902;Viçosa
18.9;RN;2415008;Vila Flor
4.34;PB;2500106;Água Branca
4.24;PB;2500205;Aguiar
9.62;PB;2500304;Alagoa Grande
6.67;PB;2500403;Alagoa Nova
6.52;PB;2500502;Alagoinha
3.2;PB;2500536;Alcantil
6.96;PB;2500577;Algodão de Jandaíra
12.85;PB;2500601;Alhandra
6.74;PB;2500700;São João do Rio do Peixe
9.83;PB;2500734;Amparo
8.66;PB;2500775;Aparecida
5.32;PB;2500809;Araçagi
4.2;PB;2500908;Arara
5.88;PB;2501005;Araruna
6.66;PB;2501104;Areia
6.21;PB;2501153;Areia de Baraúnas
5.49;PB;2501203;Areial
5.78;PB;2501302;Aroeiras
7.72;PB;2501351;Assunção
9.38;PB;2501401;Baía da Traição
6.16;PB;2501500;Bananeiras
6.83;PB;2501534;Baraúna
5.57;PB;2501575;Barra de Santana
4.73;PB;2501609;Barra de Santa Rosa
0.8;PB;2501708;Barra de São Miguel
11.71;PB;2501807;Bayeux
8.2;PB;2501906;Belém
8.73;PB;2502003;Belém do Brejo do Cruz
5.43;PB;2502052;Bernardino Batista
7.08;PB;2502102;Boa Ventura
5.16;PB;2502151;Boa Vista
12.85;PB;2502201;Bom Jesus
4.46;PB;2502300;Bom Sucesso
4.17;PB;2502409;Bonito de Santa Fé
5.83;PB;2502508;Boqueirão
5.56;PB;2502607;Igaracy
5.69;PB;2502706;Borborema
6.94;PB;2502805;Brejo do Cruz
19.79;PB;2502904;Brejo dos Santos
12.24;PB;2503001;Caaporã
7.0;PB;2503100;Cabaceiras
11.46;PB;2503209;Cabedelo
8.61;PB;2503308;Cachoeira dos Índios
3.73;PB;2503407;Cacimba de Areia
6.89;PB;2503506;Cacimba de Dentro
7.9;PB;2503555;Cacimbas
7.9;PB;2503605;Caiçara
6.28;PB;2503704;Cajazeiras
1.62;PB;2503753;Cajazeirinhas
9.18;PB;2503803;Caldas Brandão
6.18;PB;2503902;Camalaú
10.7;PB;2504009;Campina Grande
21.23;PB;2504033;Capim
2.52;PB;2504074;Caraúbas
1.91;PB;2504108;Carrapateira
2.75;PB;2504157;Casserengue
10.8;PB;2504207;Catingueira
7.96;PB;2504306;Catolé do Rocha
1.64;PB;2504355;Caturité
9.14;PB;2504405;Conceição
7.38;PB;2504504;Condado
8.01;PB;2504603;Conde
2.87;PB;2504702;Congo
8.18;PB;2504801;Coremas
4.83;PB;2504850;Coxixola
9.08;PB;2504900;Cruz do Espírito Santo
9.54;PB;2505006;Cubati
4.9;PB;2505105;Cuité
14.19;PB;2505204;Cuitegi
14.57;PB;2505238;Cuité de Mamanguape
4.04;PB;2505279;Curral de Cima
11.41;PB;2505303;Curral Velho
3.59;PB;2505352;Damião
4.15;PB;2505402;Desterro
5.02;PB;2505501;Vista Serrana
10.91;PB;2505600;Diamante
4.67;PB;2505709;Dona Inês
5.0;PB;2505808;Duas Estradas
9.11;PB;2505907;Emas
8.62;PB;2506004;Esperança
4.87;PB;2506103;Fagundes
3.22;PB;2506202;Frei Martinho
4.2;PB;2506251;Gado Bravo
8.57;PB;2506301;Guarabira
5.97;PB;2506400;Gurinhém
5.44;PB;2506509;Gurjão
6.48;PB;2506608;Ibiara
3.65;PB;2506707;Imaculada
9.12;PB;2506806;Ingá
8.31;PB;2506905;Itabaiana
10.66;PB;2507002;Itaporanga
10.28;PB;2507101;Itapororoca
9.56;PB;2507200;Itatuba
7.92;PB;2507309;Jacaraú
8.37;PB;2507408;Jericó
9.74;PB;2507507;João Pessoa
5.29;PB;2507606;Juarez Távora
4.17;PB;2507705;Juazeirinho
6.63;PB;2507804;Junco do Seridó
9.34;PB;2507903;Juripiranga
4.86;PB;2508000;Juru
5.78;PB;2508109;Lagoa
8.75;PB;2508208;Lagoa de Dentro
6.5;PB;2508307;Lagoa Seca
20.74;PB;2508406;Lastro
3.13;PB;2508505;Livramento
4.07;PB;2508554;Logradouro
9.93;PB;2508604;Lucena
8.82;PB;2508703;Mãe d'Água
9.73;PB;2508802;Malta
12.88;PB;2508901;Mamanguape
3.61;PB;2509008;Manaíra
4.64;PB;2509057;Marcação
9.78;PB;2509107;Mari
9.02;PB;2509156;Marizópolis
6.8;PB;2509206;Massaranduba
13.45;PB;2509305;Mataraca
4.29;PB;2509339;Matinhas
6.63;PB;2509370;Mato Grosso
6.04;PB;2509396;Maturéia
11.04;PB;2509404;Mogeiro
3.36;PB;2509503;Montadas
6.76;PB;2509602;Monte Horebe
4.55;PB;2509701;Monteiro
12.66;PB;2509800;Mulungu
4.64;PB;2509909;Natuba
5.6;PB;2510006;Nazarezinho
5.48;PB;2510105;Nova Floresta
10.46;PB;2510204;Nova Olinda
1.74;PB;2510303;Nova Palmeira
5.46;PB;2510402;Olho d'Água
10.72;PB;2510501;Olivedos
5.55;PB;2510600;Ouro Velho
5.32;PB;2510659;Parari
7.59;PB;2510709;Passagem
8.4;PB;2510808;Patos
3.8;PB;2510907;Paulista
19.14;PB;2511004;Pedra Branca
5.69;PB;2511103;Pedra Lavrada
10.09;PB;2511202;Pedras de Fogo
8.12;PB;2511301;Piancó
5.61;PB;2511400;Picuí
9.05;PB;2511509;Pilar
6.49;PB;2511608;Pilões
3.71;PB;2511707;Pilõezinhos
9.95;PB;2511806;Pirpirituba
6.64;PB;2511905;Pitimbu
8.59;PB;2512002;Pocinhos
2.45;PB;2512036;Poço Dantas
4.47;PB;2512077;Poço de José de Moura
7.47;PB;2512101;Pombal
6.91;PB;2512200;Prata
6.51;PB;2512309;Princesa Isabel
4.2;PB;2512408;Puxinanã
8.09;PB;2512507;Queimadas
13.33;PB;2512606;Quixabá
6.06;PB;2512705;Remígio
5.27;PB;2512721;Pedro Régis
3.48;PB;2512747;Riachão
7.7;PB;2512754;Riachão do Bacamarte
4.0;PB;2512762;Riachão do Poço
5.91;PB;2512788;Riacho de Santo Antônio
4.85;PB;2512804;Riacho dos Cavalos
10.58;PB;2512903;Rio Tinto
5.25;PB;2513000;Salgadinho
7.68;PB;2513109;Salgado de São Félix
1.45;PB;2513158;Santa Cecília
3.95;PB;2513208;Santa Cruz
13.68;PB;2513307;Santa Helena
13.82;PB;2513356;Santa Inês
7.68;PB;2513406;Santa Luzia
5.77;PB;2513505;Santana de Mangueira
7.23;PB;2513604;Santana dos Garrotes
2.27;PB;2513653;Santarém
11.31;PB;2513703;Santa Rita
6.91;PB;2513802;Santa Teresinha
4.31;PB;2513851;Santo André
2.65;PB;2513901;São Bento
6.58;PB;2513927;São Bentinho
4.55;PB;2513943;São Domingos do Cariri
6.05;PB;2513968;São Domingos de Pombal
4.75;PB;2513984;São Francisco
5.52;PB;2514008;São João do Cariri
2.21;PB;2514107;São João do Tigre
5.52;PB;2514206;São José da Lagoa Tapada
3.35;PB;2514305;São José de Caiana
2.56;PB;2514404;São José de Espinharas
4.46;PB;2514453;São José dos Ramos
6.83;PB;2514503;São José de Piranhas
4.55;PB;2514552;São José de Princesa
7.1;PB;2514602;São José do Bonfim
16.06;PB;2514651;São José do Brejo do Cruz
2.75;PB;2514701;São José do Sabugi
3.17;PB;2514800;São José dos Cordeiros
6.33;PB;2514909;São Mamede
2.97;PB;2515005;São Miguel de Taipu
6.87;PB;2515104;São Sebastião de Lagoa de Roça
7.46;PB;2515203;São Sebastião do Umbuzeiro
13.09;PB;2515302;Sapé
6.52;PB;2515401;Seridó
6.61;PB;2515500;Serra Branca
7.82;PB;2515609;Serra da Raiz
5.87;PB;2515708;Serra Grande
5.31;PB;2515807;Serra Redonda
4.59;PB;2515906;Serraria
4.67;PB;2515930;Sertãozinho
7.09;PB;2515971;Sobrado
7.11;PB;2516003;Solânea
5.23;PB;2516102;Soledade
2.02;PB;2516151;Sossêgo
9.75;PB;2516201;Sousa
8.03;PB;2516300;Sumé
9.81;PB;2516409;Campo de Santana
7.98;PB;2516508;Taperoá
6.44;PB;2516607;Tavares
6.21;PB;2516706;Teixeira
6.13;PB;2516755;Tenório
7.52;PB;2516805;Triunfo
6.16;PB;2516904;Uiraúna
3.95;PB;2517001;Umbuzeiro
5.76;PB;2517100;Várzea
9.19;PB;2517209;Vieirópolis
7.85;PB;2517407;Zabelê
17.97;PE;2600054;Abreu e Lima
7.59;PE;2600104;Afogados da Ingazeira
6.2;PE;2600203;Afrânio
6.46;PE;2600302;Agrestina
21.19;PE;2600401;Água Preta
6.55;PE;2600500;Águas Belas
5.52;PE;2600609;Alagoinha
16.68;PE;2600708;Aliança
4.67;PE;2600807;Altinho
10.89;PE;2600906;Amaraji
4.27;PE;2601003;Angelim
22.89;PE;2601052;Araçoiaba
5.4;PE;2601102;Araripina
10.86;PE;2601201;Arcoverde
8.32;PE;2601300;Barra de Guabiraba
17.93;PE;2601409;Barreiros
9.38;PE;2601508;Belém de Maria
7.26;PE;2601607;Belém de São Francisco
9.3;PE;2601706;Belo Jardim
3.59;PE;2601805;Betânia
9.17;PE;2601904;Bezerros
6.07;PE;2602001;Bodocó
8.04;PE;2602100;Bom Conselho
5.63;PE;2602209;Bom Jardim
11.34;PE;2602308;Bonito
7.93;PE;2602407;Brejão
6.89;PE;2602506;Brejinho
4.9;PE;2602605;Brejo da Madre de Deus
11.04;PE;2602704;Buenos Aires
7.26;PE;2602803;Buíque
16.77;PE;2602902;Cabo de Santo Agostinho
10.19;PE;2603009;Cabrobó
5.55;PE;2603108;Cachoeirinha
2.9;PE;2603207;Caetés
1.79;PE;2603306;Calçado
9.91;PE;2603405;Calumbi
14.61;PE;2603454;Camaragibe
10.18;PE;2603504;Camocim de São Félix
12.29;PE;2603603;Camutanga
4.86;PE;2603702;Canhotinho
3.6;PE;2603801;Capoeiras
6.37;PE;2603900;Carnaíba
7.82;PE;2603926;Carnaubeira da Penha
11.98;PE;2604007;Carpina
6.7;PE;2604106;Caruaru
9.01;PE;2604155;Casinhas
16.23;PE;2604205;Catende
6.01;PE;2604304;Cedro
18.45;PE;2604403;Chã de Alegria
8.2;PE;2604502;Chã Grande
14.82;PE;2604601;Condado
4.92;PE;2604700;Correntes
6.6;PE;2604809;Cortês
7.22;PE;2604908;Cumaru
5.78;PE;2605004;Cupira
7.6;PE;2605103;Custódia
2.96;PE;2605152;Dormentes
16.58;PE;2605202;Escada
7.19;PE;2605301;Exu
8.75;PE;2605400;Feira Nova
3.0;PE;2605459;Fernando de Noronha
10.8;PE;2605509;Ferreiros
5.37;PE;2605608;Flores
8.16;PE;2605707;Floresta
3.88;PE;2605806;Frei Miguelinho
13.12;PE;2605905;Gameleira
11.02;PE;2606002;Garanhuns
6.89;PE;2606101;Glória do Goitá
15.33;PE;2606200;Goiana
3.19;PE;2606309;Granito
10.16;PE;2606408;Gravatá
4.89;PE;2606507;Iati
7.44;PE;2606606;Ibimirim
1.91;PE;2606705;Ibirajuba
16.92;PE;2606804;Igarassu
7.81;PE;2606903;Iguaraci
7.39;PE;2607000;Inajá
6.87;PE;2607109;Ingazeira
14.56;PE;2607208;Ipojuca
9.74;PE;2607307;Ipubi
16.89;PE;2607406;Itacuruba
4.22;PE;2607505;Itaíba
14.12;PE;2607604;Itamaracá
14.45;PE;2607653;Itambé
5.62;PE;2607703;Itapetim
12.41;PE;2607752;Itapissuma
16.61;PE;2607802;Itaquitinga
13.48;PE;2607901;Jaboatão dos Guararapes
17.6;PE;2607950;Jaqueira
3.94;PE;2608008;Jataúba
9.95;PE;2608057;Jatobá
5.55;PE;2608107;João Alfredo
13.84;PE;2608206;Joaquim Nabuco
1.51;PE;2608255;Jucati
3.17;PE;2608305;Jupi
4.18;PE;2608404;Jurema
8.05;PE;2608453;Lagoa do Carro
11.5;PE;2608503;Lagoa do Itaenga
7.37;PE;2608602;Lagoa do Ouro
5.02;PE;2608701;Lagoa dos Gatos
11.1;PE;2608750;Lagoa Grande
5.55;PE;2608800;Lajedo
9.18;PE;2608909;Limoeiro
10.4;PE;2609006;Macaparana
7.29;PE;2609105;Machados
5.08;PE;2609154;Manari
9.48;PE;2609204;Maraial
8.21;PE;2609303;Mirandiba
18.1;PE;2609402;Moreno
12.48;PE;2609501;Nazaré da Mata
13.01;PE;2609600;Olinda
6.85;PE;2609709;Orobó
5.73;PE;2609808;Orocó
8.69;PE;2609907;Ouricuri
16.6;PE;2610004;Palmares
13.36;PE;2610103;Palmeirina
6.03;PE;2610202;Panelas
2.84;PE;2610301;Paranatama
9.74;PE;2610400;Parnamirim
8.57;PE;2610509;Passira
14.68;PE;2610608;Paudalho
14.36;PE;2610707;Paulista
7.51;PE;2610806;Pedra
7.78;PE;2610905;Pesqueira
11.4;PE;2611002;Petrolândia
10.08;PE;2611101;Petrolina
2.52;PE;2611200;Poção
10.43;PE;2611309;Pombos
11.27;PE;2611408;Primavera
7.91;PE;2611507;Quipapá
3.47;PE;2611533;Quixaba
12.21;PE;2611606;Recife
4.94;PE;2611705;Riacho das Almas
15.35;PE;2611804;Ribeirão
16.31;PE;2611903;Rio Formoso
4.8;PE;2612000;Sairé
20.04;PE;2612109;Salgadinho
11.48;PE;2612208;Salgueiro
3.97;PE;2612307;Saloá
12.1;PE;2612406;Sanharó
9.06;PE;2612455;Santa Cruz
5.45;PE;2612471;Santa Cruz da Baixa Verde
2.24;PE;2612505;Santa Cruz do Capibaribe
4.84;PE;2612554;Santa Filomena
6.74;PE;2612604;Santa Maria da Boa Vista
1.89;PE;2612703;Santa Maria do Cambucá
17.52;PE;2612802;Santa Terezinha
14.05;PE;2612901;São Benedito do Sul
6.74;PE;2613008;São Bento do Una
5.37;PE;2613107;São Caitano
4.69;PE;2613206;São João
2.89;PE;2613305;São Joaquim do Monte
15.64;PE;2613404;São José da Coroa Grande
7.43;PE;2613503;São José do Belmonte
8.96;PE;2613602;São José do Egito
16.89;PE;2613701;São Lourenço da Mata
10.97;PE;2613800;São Vicente Ferrer
7.26;PE;2613909;Serra Talhada
6.69;PE;2614006;Serrita
8.7;PE;2614105;Sertânia
15.68;PE;2614204;Sirinhaém
4.76;PE;2614303;Moreilândia
5.73;PE;2614402;Solidão
6.91;PE;2614501;Surubim
7.64;PE;2614600;Tabira
3.8;PE;2614709;Tacaimbó
6.1;PE;2614808;Tacaratu
13.42;PE;2614857;Tamandaré
4.42;PE;2615003;Taquaritinga do Norte
4.98;PE;2615102;Terezinha
10.16;PE;2615201;Terra Nova
12.07;PE;2615300;Timbaúba
2.74;PE;2615409;Toritama
10.92;PE;2615508;Tracunhaém
8.51;PE;2615607;Trindade
4.3;PE;2615706;Triunfo
5.1;PE;2615805;Tupanatinga
5.62;PE;2615904;Tuparetama
7.66;PE;2616001;Venturosa
9.29;PE;2616100;Verdejante
3.22;PE;2616183;Vertente do Lério
4.79;PE;2616209;Vertentes
15.24;PE;2616308;Vicência
12.51;PE;2616407;Vitória de Santo Antão
17.19;PE;2616506;Xexéu
4.25;AL;2700102;Água Branca
13.85;AL;2700201;Anadia
8.47;AL;2700300;Arapiraca
14.97;AL;2700409;Atalaia
12.45;AL;2700508;Barra de Santo Antônio
6.85;AL;2700607;Barra de São Miguel
9.11;AL;2700706;Batalha
6.27;AL;2700805;Belém
4.58;AL;2700904;Belo Monte
14.98;AL;2701001;Boca da Mata
7.54;AL;2701100;Branquinha
7.92;AL;2701209;Cacimbinhas
14.63;AL;2701308;Cajueiro
13.34;AL;2701357;Campestre
24.13;AL;2701407;Campo Alegre
5.84;AL;2701506;Campo Grande
4.16;AL;2701605;Canapi
10.61;AL;2701704;Capela
3.56;AL;2701803;Carneiros
2.19;AL;2701902;Chã Preta
2.06;AL;2702009;Coité do Nóia
10.77;AL;2702108;Colônia Leopoldina
13.4;AL;2702207;Coqueiro Seco
10.75;AL;2702306;Coruripe
2.46;AL;2702355;Craíbas
12.11;AL;2702405;Delmiro Gouveia
2.84;AL;2702504;Dois Riachos
4.41;AL;2702553;Estrela de Alagoas
2.83;AL;2702603;Feira Grande
14.01;AL;2702702;Feliz Deserto
12.38;AL;2702801;Flexeiras
8.13;AL;2702900;Girau do Ponciano
7.81;AL;2703007;Ibateguara
5.42;AL;2703106;Igaci
4.87;AL;2703205;Igreja Nova
3.86;AL;2703304;Inhapi
7.34;AL;2703403;Jacaré dos Homens
10.35;AL;2703502;Jacuípe
11.82;AL;2703601;Japaratinga
8.54;AL;2703700;Jaramataia
11.19;AL;2703759;Jequiá da Praia
6.61;AL;2703809;Joaquim Gomes
6.41;AL;2703908;Jundiá
8.69;AL;2704005;Junqueiro
3.22;AL;2704104;Lagoa da Canoa
8.23;AL;2704203;Limoeiro de Anadia
12.01;AL;2704302;Maceió
7.39;AL;2704401;Major Isidoro
7.78;AL;2704500;Maragogi
6.48;AL;2704609;Maravilha
11.55;AL;2704708;Marechal Deodoro
8.78;AL;2704807;Maribondo
9.33;AL;2704906;Mar Vermelho
1.62;AL;2705002;Mata Grande
16.31;AL;2705101;Matriz de Camaragibe
17.89;AL;2705200;Messias
7.27;AL;2705309;Minador do Negrão
14.19;AL;2705408;Monteirópolis
14.53;AL;2705507;Murici
9.53;AL;2705606;Novo Lino
6.97;AL;2705705;Olho d'Água das Flores
6.98;AL;2705804;Olho d'Água do Casado
1.58;AL;2705903;Olho d'Água Grande
6.38;AL;2706000;Olivença
6.85;AL;2706109;Ouro Branco
8.15;AL;2706208;Palestina
8.18;AL;2706307;Palmeira dos Índios
8.31;AL;2706406;Pão de Açúcar
3.36;AL;2706422;Pariconha
11.7;AL;2706448;Paripueira
9.48;AL;2706505;Passo de Camaragibe
10.77;AL;2706604;Paulo Jacinto
12.44;AL;2706703;Penedo
13.43;AL;2706802;Piaçabuçu
15.53;AL;2706901;Pilar
9.33;AL;2707008;Pindoba
6.96;AL;2707107;Piranhas
6.13;AL;2707206;Poço das Trincheiras
10.76;AL;2707305;Porto Calvo
4.67;AL;2707404;Porto de Pedras
13.59;AL;2707503;Porto Real do Colégio
5.32;AL;2707602;Quebrangulo
16.63;AL;2707701;Rio Largo
14.11;AL;2707800;Roteiro
14.32;AL;2707909;Santa Luzia do Norte
8.67;AL;2708006;Santana do Ipanema
6.73;AL;2708105;Santana do Mundaú
7.05;AL;2708204;São Brás
10.01;AL;2708303;São José da Laje
4.44;AL;2708402;São José da Tapera
12.55;AL;2708501;São Luís do Quitunde
20.23;AL;2708600;São Miguel dos Campos
11.72;AL;2708709;São Miguel dos Milagres
9.81;AL;2708808;São Sebastião
13.49;AL;2708907;Satuba
1.25;AL;2708956;Senador Rui Palmeira
4.71;AL;2709004;Tanque d'Arca
4.25;AL;2709103;Taquarana
14.03;AL;2709152;Teotônio Vilela
3.83;AL;2709202;Traipu
11.7;AL;2709301;União dos Palmares
16.78;AL;2709400;Viçosa
7.47;SE;2800100;Amparo de São Francisco
9.62;SE;2800209;Aquidabã
10.71;SE;2800308;Aracaju
6.95;SE;2800407;Arauá
9.53;SE;2800506;Areia Branca
14.78;SE;2800605;Barra dos Coqueiros
9.3;SE;2800670;Boquim
11.62;SE;2800704;Brejo Grande
3.75;SE;2801009;Campo do Brito
3.39;SE;2801108;Canhoba
11.32;SE;2801207;Canindé de São Francisco
14.84;SE;2801306;Capela
6.75;SE;2801405;Carira
22.39;SE;2801504;Carmópolis
8.2;SE;2801603;Cedro de São João
7.69;SE;2801702;Cristinápolis
3.91;SE;2801900;Cumbe
12.81;SE;2802007;Divina Pastora
14.07;SE;2802106;Estância
15.98;SE;2802205;Feira Nova
6.85;SE;2802304;Frei Paulo
4.45;SE;2802403;Gararu
21.24;SE;2802502;General Maynard
6.99;SE;2802601;Gracho Cardoso
10.09;SE;2802700;Ilha das Flores
5.37;SE;2802809;Indiaroba
5.45;SE;2802908;Itabaiana
6.42;SE;2803005;Itabaianinha
4.74;SE;2803104;Itabi
17.88;SE;2803203;Itaporanga d'Ajuda
12.03;SE;2803302;Japaratuba
7.76;SE;2803401;Japoatã
6.67;SE;2803500;Lagarto
18.18;SE;2803609;Laranjeiras
3.66;SE;2803708;Macambira
12.27;SE;2803807;Malhada dos Bois
3.59;SE;2803906;Malhador
18.12;SE;2804003;Maruim
2.19;SE;2804102;Moita Bonita
8.8;SE;2804201;Monte Alegre de Sergipe
8.83;SE;2804300;Muribeca
16.45;SE;2804409;Neópolis
3.67;SE;2804458;Nossa Senhora Aparecida
5.91;SE;2804508;Nossa Senhora da Glória
8.8;SE;2804607;Nossa Senhora das Dores
5.76;SE;2804706;Nossa Senhora de Lourdes
14.5;SE;2804805;Nossa Senhora do Socorro
7.81;SE;2804904;Pacatuba
9.81;SE;2805000;Pedra Mole
6.6;SE;2805109;Pedrinhas
5.54;SE;2805208;Pinhão
9.51;SE;2805307;Pirambu
6.42;SE;2805406;Poço Redondo
5.82;SE;2805505;Poço Verde
8.22;SE;2805604;Porto da Folha
10.62;SE;2805703;Propriá
2.51;SE;2805802;Riachão do Dantas
19.58;SE;2805901;Riachuelo
5.51;SE;2806008;Ribeirópolis
16.94;SE;2806107;Rosário do Catete
7.61;SE;2806206;Salgado
7.9;SE;2806305;Santa Luzia do Itanhy
9.58;SE;2806404;Santana do São Francisco
9.8;SE;2806503;Santa Rosa de Lima
29.41;SE;2806602;Santo Amaro das Brotas
13.12;SE;2806701;São Cristóvão
4.88;SE;2806800;São Domingos
8.85;SE;2806909;São Francisco
3.25;SE;2807006;São Miguel do Aleixo
11.0;SE;2807105;Simão Dias
14.08;SE;2807204;Siriri
9.95;SE;2807303;Telha
6.82;SE;2807402;Tobias Barreto
7.09;SE;2807501;Tomar do Geru
5.68;SE;2807600;Umbaúba
7.85;BA;2900108;Abaíra
14.38;BA;2900207;Abaré
7.56;BA;2900306;Acajutiba
7.17;BA;2900355;Adustina
8.61;BA;2900405;Água Fria
3.96;BA;2900504;Érico Cardoso
10.51;BA;2900603;Aiquara
13.25;BA;2900702;Alagoinhas
8.72;BA;2900801;Alcobaça
13.98;BA;2900900;Almadina
11.25;BA;2901007;Amargosa
16.71;BA;2901106;Amélia Rodrigues
20.56;BA;2901155;América Dourada
6.51;BA;2901205;Anagé
17.01;BA;2901304;Andaraí
5.69;BA;2901353;Andorinha
6.52;BA;2901403;Angical
13.62;BA;2901502;Anguera
10.71;BA;2901601;Antas
4.6;BA;2901700;Antônio Cardoso
6.34;BA;2901809;Antônio Gonçalves
3.93;BA;2901908;Aporá
12.0;BA;2901957;Apuarema
4.36;BA;2902005;Aracatu
13.31;BA;2902054;Araças
6.71;BA;2902104;Araci
17.21;BA;2902203;Aramari
6.3;BA;2902252;Arataca
7.32;BA;2902302;Aratuípe
10.05;BA;2902401;Aurelino Leal
7.99;BA;2902500;Baianópolis
7.15;BA;2902609;Baixa Grande
4.81;BA;2902658;Banzaê
6.13;BA;2902708;Barra
4.75;BA;2902807;Barra da Estiva
5.73;BA;2902906;Barra do Choça
11.39;BA;2903003;Barra do Mendes
9.8;BA;2903102;Barra do Rocha
9.16;BA;2903201;Barreiras
3.87;BA;2903235;Barro Alto
6.49;BA;2903276;Barrocas
11.74;BA;2903300;Governador Lomanto Júnior
14.73;BA;2903409;Belmonte
6.43;BA;2903508;Belo Campo
4.79;BA;2903607;Biritinga
11.67;BA;2903706;Boa Nova
13.28;BA;2903805;Boa Vista do Tupim
11.33;BA;2903904;Bom Jesus da Lapa
11.75;BA;2903953;Bom Jesus da Serra
8.76;BA;2904001;Boninal
7.08;BA;2904050;Bonito
10.22;BA;2904100;Boquira
5.19;BA;2904209;Botuporã
14.62;BA;2904308;Brejões
14.06;BA;2904407;Brejolândia
6.51;BA;2904506;Brotas de Macaúbas
9.44;BA;2904605;Brumado
11.71;BA;2904704;Buerarema
9.43;BA;2904753;Buritirama
2.75;BA;2904803;Caatiba
5.09;BA;2904852;Cabaceiras do Paraguaçu
11.61;BA;2904902;Cachoeira
5.11;BA;2905008;Caculé
9.41;BA;2905107;Caém
11.1;BA;2905156;Caetanos
6.82;BA;2905206;Caetité
4.94;BA;2905305;Cafarnaum
8.8;BA;2905404;Cairu
9.45;BA;2905503;Caldeirão Grande
15.04;BA;2905602;Camacan
15.09;BA;2905701;Camaçari
8.78;BA;2905800;Camamu
7.17;BA;2905909;Campo Alegre de Lourdes
7.97;BA;2906006;Campo Formoso
7.47;BA;2906105;Canápolis
6.6;BA;2906204;Canarana
11.75;BA;2906303;Canavieiras
5.39;BA;2906402;Candeal
17.9;BA;2906501;Candeias
5.44;BA;2906600;Candiba
10.07;BA;2906709;Cândido Sales
4.46;BA;2906808;Cansanção
6.63;BA;2906824;Canudos
6.16;BA;2906857;Capela do Alto Alegre
9.8;BA;2906873;Capim Grosso
6.52;BA;2906899;Caraíbas
13.59;BA;2906907;Caravelas
23.97;BA;2907004;Cardeal da Silva
8.04;BA;2907103;Carinhanha
7.54;BA;2907202;Casa Nova
8.93;BA;2907301;Castro Alves
3.74;BA;2907400;Catolândia
17.31;BA;2907509;Catu
6.67;BA;2907558;Caturama
10.18;BA;2907608;Central
7.35;BA;2907707;Chorrochó
5.61;BA;2907806;Cícero Dantas
4.51;BA;2907905;Cipó
12.33;BA;2908002;Coaraci
12.16;BA;2908101;Cocos
17.65;BA;2908200;Conceição da Feira
24.63;BA;2908309;Conceição do Almeida
6.42;BA;2908408;Conceição do Coité
14.06;BA;2908507;Conceição do Jacuípe
9.82;BA;2908606;Conde
7.23;BA;2908705;Condeúba
10.61;BA;2908804;Contendas do Sincorá
9.28;BA;2908903;Coração de Maria
8.36;BA;2909000;Cordeiros
8.93;BA;2909109;Coribe
3.88;BA;2909208;Coronel João Sá
